strain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
ALE4,0.936112057,0.932213229,0.933847894,0.935939726,0.940692666,0.934660605,0.933009928,0.937067748,0.934238617,0.932817032,0.933666377,0.935348477,0.932022573,0.934544726,0.937282192,0.987829686,1.202013715,1.692791145,2.619455917,4.040046678,5.799405629,7.657966968,9.435040787,11.7416684,14.03185861,16.6033241,18.57849837,19.25860291,20.15111218,20.0261221,19.62016875,18.56926613,17.77102759,17.35067685,17.0418147,16.48056976,16.25633415,15.85222595,15.58231803,15.33229377,14.91466015,14.63515176,14.27922131,13.90453601,13.7699654,13.50211854,13.27224392,12.97041816,12.81982222,12.63976553,12.52697506,12.29703246,12.11527454,11.98615175,11.86944707,11.72133416,11.61610886,11.47704799,11.39876643,11.26226319,11.21566703,11.04611372,11.02245243,10.85328672,10.82656286,10.64796416,10.59390356,10.52782556,10.44344289,10.3958877,10.34199677,10.30640745,10.21938035,10.20221772,10.08339695,10.08545236,9.986496644,9.934193761,9.845339673,9.773454171,9.700419277,9.644070269,9.614172814,9.573168025,9.658970211,9.672761547,9.675068586,9.587931314,9.492556644,9.41049469,9.284968486,9.251312248,9.193586714,9.086061986,9.011448798,8.979519481,8.908809277,8.895228307,8.726041775,8.724842679,8.616521943,8.273482033,8.585173995,8.490967652,8.44418937,8.324160781,8.245398223,8.162596183,8.080425731,7.984795948,7.894299984,7.754700809,7.618595162,7.635908274,7.653145523,7.513503857,7.397156468,7.34253894,7.276042969,7.216380928,7.144795549,7.083770843,7.030724874,6.997639118,6.912226553,6.844671873,6.786602866,6.629263622,6.477896262,6.506456375,6.23377191,6.023451791,5.917318689,5.821996632,5.710786281,5.733453606,8.786895888,8.72921885,8.826200966,8.85665506,8.798427687,8.823504287,8.714441529,8.57206574,8.466010793,8.29949634,7.849703655,7.113698629,6.070468591,5.781973843
ALE4,0.944364641,0.945920899,0.947919189,0.948342537,0.945509703,0.943856319,0.951519217,0.950620406,0.947037005,0.944967085,0.953513627,0.954019138,0.95836287,0.959173265,0.962555185,1.071358441,1.419607756,2.12020441,3.295567506,4.967060565,7.101098574,9.628242803,12.54825147,15.43353985,18.62970737,21.04734805,22.48354904,20.96390309,21.05492628,20.48789848,19.94280912,18.79126212,18.36946791,17.72025971,17.41616639,16.62907825,16.37746382,15.79608706,15.6224686,15.24211678,14.81451371,14.53465702,14.23986656,13.77957594,13.67528689,13.39425609,13.16940733,12.85417656,12.73976541,12.55228885,12.47854936,12.20266312,12.10050207,11.93206048,11.75330694,11.65050247,11.53579631,11.4208224,11.34427145,11.20312667,11.09964273,10.85491112,10.92381218,10.73381598,10.72339653,10.52109391,10.45994141,10.34933934,10.32125861,10.29845086,10.24201918,10.1791866,10.09208008,10.0667776,9.938313132,9.922715195,9.768209997,9.700079138,9.551023258,9.453508811,9.305957783,9.230299788,9.186566228,9.077783802,8.819549347,8.645422297,8.610333106,8.430601672,8.375626535,8.205381458,8.114415281,8.067961998,7.978293062,8.042979298,7.77862398,7.643940871,7.253801188,7.205526685,6.7256021,6.566877488,6.158123167,6.628306041,6.98981998,6.676507718,6.889534212,6.597123514,6.572727855,6.578195467,6.327969977,6.234591203,6.194790034,5.90208188,5.686107435,5.305532072,5.047750642,4.70198627,4.351188414,4.353087958,4.478713257,4.37744451,4.325953729,4.09732691,3.962567567,3.994312311,4.558206671,3.938032169,3.656282682,3.596366226,3.889150406,3.860612612,3.879321285,4.225352859,3.940515161,3.813181325,3.941956505,4.15534586,8.689941843,8.99238579,9.128821308,8.92773673,9.026601509,8.821305011,8.57251678,7.732439245,7.075567764,6.316368882,6.087819176,6.150897415,6.267477695,6.515372019
ALE3,0.870771101,0.872495323,0.877497376,0.878175503,0.88374471,0.8801422,0.880056374,0.887347897,0.878531783,0.880794386,0.881775513,0.882342801,0.877537577,0.878661029,0.882175138,0.927745627,1.096791534,1.481001756,2.252730336,3.405275022,5.104312374,7.390674027,10.12718423,13.00301917,16.27806768,18.5752474,20.5680954,21.87551524,22.75703053,22.95657142,22.79175575,22.30173346,21.6763291,21.10912265,20.52064404,20.17618696,19.53678796,19.01410233,18.63216388,18.31206214,17.84530705,17.464161,16.83615578,16.41819246,16.0867182,15.79008589,15.49496125,15.28846917,14.92485481,14.79747262,14.49181006,14.32206395,14.04429708,13.87303554,13.75769345,13.54608639,13.3799339,13.24251642,12.99274751,12.97939623,12.79858455,12.77089892,12.6208241,12.64306393,12.5238395,12.53246086,12.6028115,12.8358738,13.77080322,14.08445759,14.29477066,14.3496783,14.29031884,14.28340529,14.17738621,13.99356954,13.91960978,13.68722951,13.61081687,13.3310901,13.25152531,13.13359998,12.95386316,12.88352485,12.81745503,12.68300868,12.621002,12.57701039,12.57351189,12.57543747,12.44671279,12.2657953,12.21333419,11.99364828,11.81021397,11.70335981,11.58332569,11.63114364,11.52790733,11.37498738,11.31085398,11.16008572,11.16792969,10.93439508,10.85886924,10.79098807,10.65504628,10.8431275,10.71295593,10.66268211,10.54246405,10.69126081,10.56799305,10.6045665,10.44765149,10.35372698,10.32103988,10.2466997,10.51250675,10.36065066,10.25884759,10.07227322,9.372140564,9.876726086,11.1651795,10.83409327,12.57450251,12.49938032,12.67861369,12.33928689,12.40781679,12.63535802,12.52053575,12.78446351,12.84819262,12.82028675,12.79051407,12.87074793,12.91439888,13.02957104,13.04699469,12.81081473,12.65295678,12.62933084,12.72128455,12.76199546,13.08778822,13.15673995,13.10160279,12.875268
ALE3,0.930670583,0.932442172,0.935752228,0.935861912,0.935960447,0.937703405,0.938955436,0.932347034,0.934509747,0.936529057,0.929697885,0.930914675,0.931794081,0.937234984,0.940368225,0.995810095,1.172538531,1.493966065,2.146713469,3.207394364,4.837931853,7.083079932,9.92056092,13.0302608,16.37412808,18.74188316,20.95055925,22.227657,22.32843366,21.80897668,21.16722663,19.87676246,19.51558093,19.35837887,18.84989344,18.65579988,18.25957953,17.76993086,17.44927863,17.04655686,16.79943106,16.48608048,16.03023636,15.58070144,15.36382144,15.20225126,14.94580536,14.68391826,14.50319696,14.42215981,14.25495956,14.05155833,13.92281429,13.7591519,13.66422801,13.49603651,13.40170523,13.22912632,13.14388655,12.98000277,12.893886,12.78004886,12.75906143,12.66789057,12.44906553,12.31190678,12.07489853,11.82677852,13.05353188,13.25335773,13.25762119,13.37583973,13.13767642,13.20355311,13.16806011,13.08448004,13.01617869,12.88737748,12.81624413,12.72185018,12.57088346,12.60031236,12.52637279,12.42771688,12.28813417,12.21250018,12.10362661,12.01789044,12.00083553,11.99587532,11.86379258,11.76575054,11.694291,11.75156281,11.4836102,11.48328962,11.38745443,11.37319315,11.19909738,11.10579895,11.02763813,10.87202813,10.87903133,10.7199087,10.6383249,10.61693131,10.55012162,10.63176434,10.47088328,10.40850735,10.1853589,10.70631687,10.46863448,10.3468642,10.04654917,10.03391067,10.19547887,10.2581505,10.37626612,10.23380598,10.05583376,9.972452686,9.634973884,10.03101189,10.4844839,10.40339875,12.36029594,12.31541667,12.38138204,12.30224445,12.29749189,12.42181894,12.23997214,12.20746721,12.05859351,11.64364316,11.05408555,10.44988365,10.30382491,10.3922465,10.16920106,10.17737932,10.87656002,11.00063302,11.01795373,10.46621965,12.35364786,12.26436053,12.07090933,11.87332901
ALE3,0.957094369,0.864154894,0.870088812,0.958040255,0.961023925,0.960935932,0.957684477,0.963964836,0.959793787,0.963522269,0.966326683,0.970172558,0.96369496,0.958094053,0.970186253,1.095553587,1.504605489,2.301479859,3.674218844,5.565605604,8.16126526,11.06244988,14.46733166,18.19858136,21.66136704,23.50188895,24.42961309,21.81353476,21.00592734,22.55069582,21.73566302,20.96476158,20.55506135,20.09302731,19.49140333,18.96533811,18.42398954,17.86991332,17.51879011,17.2891875,16.77122517,16.53776604,16.07509024,15.60950194,15.39196794,15.14599002,14.89028545,14.78745174,14.45459259,14.37159689,14.09973783,14.00871966,13.82620634,12.37613717,12.25912811,13.43120074,13.32667475,13.26951791,12.98540482,12.99227404,12.80950608,12.61868265,12.65940081,12.60424233,12.43197928,12.34301554,12.22424865,12.10240012,12.24500649,12.17319495,12.17197786,12.13646602,12.03268823,11.84542976,11.82005391,11.85759367,11.67020855,11.49090832,11.54779388,10.18752874,10.11972746,10.91145261,10.86479395,10.85705896,10.93406435,10.95728469,10.83448873,10.97453733,10.99370611,11.112442,11.17817902,11.00657601,11.04672864,10.98139689,10.81617204,10.9398735,10.92731078,10.80889837,10.73888662,10.67082269,10.63085983,10.36809535,10.46266219,10.23775333,10.14348233,9.650242007,9.74073626,10.94768546,10.92390957,10.95134744,10.82373378,11.30703985,11.12706148,11.13497589,10.91747211,10.78643979,11.11086462,11.05600536,11.13942646,11.11675802,11.09619077,10.98448117,10.78238582,11.10062754,11.7191839,11.78445188,13.37229368,13.21935298,13.42469779,13.27872649,13.23571864,11.8424645,11.68313708,13.29071342,13.24344144,13.16293595,12.96562364,12.93100089,12.99118932,12.96835913,12.64088233,12.42968164,12.56729865,12.18597378,12.26773648,12.18218735,12.60752082,12.50637105,12.44610843,12.10823719
ALE3,0.959022769,0.95160039,0.951625258,0.952062065,0.950350458,0.948169655,0.947059469,0.950561498,0.950213412,0.95228599,0.949691063,0.961520492,0.948268474,0.952424329,0.953106882,1.048125758,1.267202245,1.688351412,2.39499276,3.460048371,5.025821778,7.034799335,9.405752069,12.02144062,14.70612544,17.46006291,19.92341029,21.52951761,22.7571353,23.22040411,23.20321014,22.92309859,22.55817332,22.04738315,21.45056498,20.95426401,20.29901099,19.48733507,19.12347516,18.86746852,18.14763169,17.86240306,17.35024072,16.75199271,16.52513132,16.23394515,15.73502235,15.45899946,15.15406668,15.11217192,14.78396491,14.57950505,14.32573575,14.08109638,13.91590867,13.76099979,12.20285888,13.23363623,12.9763901,12.89423708,12.74135625,12.62196323,12.66460591,12.57796954,12.37630867,12.36924133,12.36556439,12.34397708,12.24360671,12.27736554,12.29906793,12.33993295,12.17652833,12.17655388,12.10688467,12.17980311,11.980997,11.78466642,11.93503121,11.73357565,11.58962081,11.79737597,11.61503398,11.6557771,11.61451425,11.56975796,11.59132197,11.51318864,11.63758341,11.57444329,11.59567039,11.45708325,11.5703335,11.61170626,11.42876719,11.43365749,11.44919482,11.40259057,11.37082493,11.25780379,11.35410038,11.24087086,11.34639105,11.14455295,11.2272713,11.68925595,11.73397992,11.95234361,11.90988172,11.98423085,12.00086441,11.66386106,11.50875949,11.35541521,11.24871276,10.9857687,11.33772984,11.3260021,9.283071215,9.646151409,9.83215816,9.351863609,8.660599523,8.200942778,10.92232218,11.1504429,12.33914804,12.83371574,13.29352892,13.15468381,13.07641225,13.21238365,13.18557281,13.37900804,13.19216743,13.13355403,13.16794288,13.05454538,13.0605984,13.15906822,12.71658054,12.45838398,12.7550817,12.60338641,12.95924112,13.08691424,13.70660594,13.52275528,13.53225242,13.15344667
ALE3,0.886724276,0.887715052,0.88142674,0.887440142,0.889062263,0.888823318,0.889709746,0.893025331,0.895422622,0.894545986,0.894254287,0.894728287,0.897177742,0.901171884,0.903050492,0.977185718,1.309909101,2.068768892,3.490446004,5.57150619,8.468664715,12.26695978,16.54631784,20.50038967,23.41593738,24.89761751,24.13433899,23.00912635,22.06286045,21.09519544,20.30993369,19.48747689,18.74229008,18.12331519,17.54585267,16.90386558,16.33524883,15.90906848,15.51258804,15.13243147,14.72741609,14.41256423,13.90370695,13.52318269,13.35325384,12.98969356,12.81182368,12.65872566,12.39880942,12.22348386,12.01850399,11.88869376,11.67495896,11.52986252,11.37326647,11.21557457,11.09324118,10.99618527,10.79932958,10.75625969,10.59415318,10.4964748,10.29583342,10.20507312,10.1098178,10.03976109,9.925229363,9.810713152,9.694961985,9.563457428,9.491220869,9.384162716,9.324633256,9.183358258,9.091130886,9.09115337,8.882198901,8.742091757,8.695397935,8.512346608,8.48691153,8.440584826,8.441796918,9.044682726,9.254630106,9.203900791,9.188170809,9.267873338,9.143356878,9.137001842,9.068394667,9.018578434,8.996083648,8.907538206,8.824109637,8.622655034,8.538707811,8.328738765,8.013004109,7.60631073,7.063895866,6.397638256,5.832083812,5.529573516,5.582120655,5.658170348,5.77015477,5.836175712,5.920967571,5.976723157,6.106179814,6.2739982,6.372966365,6.489763836,6.538594303,6.658809219,6.782986696,6.892218272,7.061893826,7.095058907,7.107456025,7.116549948,7.007304624,7.015726843,6.967722455,6.831305867,6.748879565,6.613032867,6.560074391,6.385846233,7.603419794,9.423936043,9.337423543,10.29611194,10.31796592,10.54295834,11.97418117,11.88370852,11.74858852,11.96142531,11.87221046,11.74186708,11.7993868,11.68317549,11.66358773,11.66208462,11.61786437,11.42463633,11.4088118,11.26573284
ALE3,0.910456913,0.916481453,0.914969818,0.917644837,0.912872972,0.913385643,0.916938691,0.919446059,0.918572299,0.915829882,0.918216085,0.922704727,0.921828661,0.923291449,0.922478156,0.969587791,1.188459531,1.69729562,2.718931876,4.225621707,6.446618635,9.507798267,13.20336494,17.03294985,20.45722519,22.78073079,24.07840145,23.36442277,22.22355565,21.20270697,20.25620753,19.41679607,18.59637144,17.87797624,17.16708607,16.57585583,15.90300455,15.41224418,14.99609789,14.56689056,14.16768979,13.85351966,13.31616792,12.91547449,12.67899085,12.27805299,12.13564337,11.93174058,11.68224843,11.50211889,11.27983954,11.11700786,10.92614839,10.78673606,10.6458317,10.46325402,10.31997079,10.23471093,10.07656464,10.00569865,9.89332541,9.792717443,9.6343669,9.51604317,9.425905876,9.385226966,9.300966593,9.23504146,9.103113997,9.038597962,8.953405888,8.894810239,8.822230702,8.710791496,8.634609604,8.637770361,8.481756478,8.380668144,8.351741233,8.230605947,8.21339754,8.146028547,8.054005724,7.683740432,7.738316274,7.727116201,8.239127416,8.240095339,8.128980276,8.111852621,8.108781307,8.043042301,8.063145107,7.96829447,7.955691938,7.829817808,7.830535665,7.748461939,7.701366326,7.629778521,7.548403154,7.382179791,7.33115766,7.128464981,6.98784924,6.73409188,6.432694204,5.912248009,5.118025584,4.910864146,5.119971847,5.221660007,5.331569449,5.415424353,5.396783361,5.501221447,5.546133164,5.597274764,5.717933488,5.752885947,5.728400915,5.817127716,5.833500468,5.874708432,5.850628374,5.768351493,5.762575233,5.704032748,5.724645971,5.562317609,6.784394864,8.888530577,8.81118831,9.253286289,9.38540812,9.559185606,10.56896094,10.46891393,10.45400001,10.52212618,10.50546535,10.49293789,10.66633231,10.66791109,10.67830911,10.62937132,10.64550771,10.52318884,10.5245958,10.39862106
ALE3,0.935771251,0.93110836,0.932210557,0.932621272,0.936394517,0.936751065,0.93216388,0.938471884,0.934375302,0.934703172,0.934735671,0.935254289,0.929735511,0.932937513,0.93476845,0.967413822,1.072201372,1.346619505,1.964428121,2.936047699,4.310259081,6.195178594,8.492258797,11.02490636,13.97428991,16.6138709,19.15221956,20.73114188,21.23623868,20.72003203,19.94694771,19.24419621,18.66505729,18.14542919,17.55221344,17.00807694,16.44010111,15.94227464,15.52023791,15.22886833,14.76422674,14.48832484,14.00699187,13.62211546,13.37754568,13.15196335,12.88195742,12.737615,12.45406663,12.3971086,12.1407671,12.00149041,11.81095791,11.67593455,11.54103388,11.44787485,11.3138701,11.2224053,11.04134879,10.99870985,10.889349,10.79232654,10.70305413,10.61212776,10.52069195,10.44005971,10.36520385,10.31664106,10.18123905,10.09273017,9.988564841,9.951896737,9.81642683,9.76363124,9.668305038,9.65932262,9.527242104,9.413444283,9.354325917,9.225454596,9.166594413,9.098433317,9.005393646,8.843171777,8.758370122,8.66447794,8.634476455,8.571512455,8.439859209,8.358412545,8.228368441,8.11614499,8.039081203,7.923947468,7.77615032,7.668537746,7.750970773,8.035518574,8.263133376,8.154519441,8.06090615,7.970529463,7.965465545,7.793099714,7.67008825,7.531549406,7.508664802,7.399761312,7.27033519,7.129214797,6.787143431,6.506430818,5.630493157,5.114324898,4.996107597,5.188867171,5.382452753,5.536388999,5.627709928,5.739416128,5.78921301,5.929983408,6.009340602,6.204264824,6.237277922,6.266009708,6.414018416,6.308056188,6.125588204,5.931578154,6.293688404,8.176854424,8.147987333,8.765733258,8.783463418,8.685152681,9.542669194,9.468674097,9.480988179,9.353256809,9.13623363,8.910153178,8.807657709,8.600900641,8.348189707,8.019547972,7.71781598,7.270980628,7.034493316,6.81077067
ALE3,0.922264486,0.924035833,0.925645694,0.925451245,0.923706395,0.922478671,0.92465932,0.926157849,0.924802224,0.931796122,0.932032678,0.937038799,0.938481767,0.940525583,0.947638495,1.15049553,1.886318198,3.316746195,5.462465837,8.090477088,11.37266876,14.48750342,17.96349785,21.25486963,22.48448691,22.21176733,21.73612287,21.34328066,20.94240513,20.43849189,19.72311252,19.23499695,18.92668249,18.57387224,18.16779661,17.72212249,17.28613668,16.97030927,16.6817556,16.50059696,16.22875384,16.01978861,15.66083727,15.3385073,15.12224163,14.91423998,14.66590282,14.62613249,14.27872767,14.2985293,14.0526554,13.90632402,13.72637136,13.58741801,13.42508215,13.29933461,13.17568727,13.08544546,12.8613688,12.82590023,12.65568418,12.60254837,12.45143087,12.37669974,12.23535982,12.14761275,12.06810244,11.97443735,11.8410579,11.71658466,11.66038628,11.56583849,11.46428377,11.37700911,11.31957082,11.41530702,11.33708736,11.3938896,11.50627723,11.46255545,11.48716193,11.46748892,11.331734,11.24236217,11.1846926,11.07020022,11.03303814,10.9923743,10.88500894,10.90134918,10.78892652,10.73728502,10.71403946,10.56002023,10.47216844,10.27109435,10.1862536,10.0144805,9.812395012,9.791698523,9.549666262,9.385123672,9.426111823,9.21906217,9.169049996,9.08875942,9.104851641,8.999484127,8.900404201,8.767525861,8.659788476,8.644354848,8.35611669,8.218843453,7.518485689,8.267267593,6.376016289,6.936047018,7.323908146,7.523822544,7.629330458,7.845512348,8.014864667,8.211295104,8.146341234,7.942223072,7.754586438,7.526544461,7.644106276,7.721416334,7.19054223,11.99138564,11.82092918,12.10182036,11.98180902,11.94604059,13.61844899,13.49938369,13.42987536,13.64619962,13.52840209,13.40111234,13.41038332,13.23385183,13.24013948,13.13090594,13.12530695,13.00324642,13.21845779,13.0301729
ALE2,0.859054544,0.867800384,0.868319717,0.8703708,0.873948404,0.87278646,0.876634151,0.877534873,0.874086722,0.880343742,0.873726554,0.8767099,0.87706188,0.878327482,0.880082948,0.971711834,1.299691463,1.922686717,3.081752152,4.687037507,6.969576277,9.956865589,13.3531072,17.14238364,19.89856378,21.79661994,22.27325777,21.7238168,21.20851754,20.49150013,19.89172652,19.26688957,17.85614294,17.41314553,17.01871917,16.4746745,15.99043434,15.63129195,15.29407936,15.0816922,14.64486894,14.45730771,13.99558621,13.72590187,13.57088567,13.32538547,13.12208725,12.87544357,12.62793432,12.55815,12.23872932,12.11411352,11.85049993,11.80225042,11.64712279,11.52769275,11.33538378,11.17810968,11.08145297,11.04112253,10.84952032,10.84861696,10.73778337,10.7782648,10.53375342,10.51054184,10.59342863,10.60908775,10.45686913,10.33722814,10.30962543,10.18600643,10.09803784,10.1138092,10.00983153,9.878902479,9.798364186,9.622853187,9.627739369,9.505135982,9.320796063,9.438013735,9.249190348,9.182328941,9.106793215,9.086682092,9.026028808,9.009795565,8.977071452,8.787686874,8.726538014,8.453896022,8.405476264,8.251703872,7.958714914,7.942025617,7.732145344,7.498661284,7.367009508,7.010188685,6.821667728,6.279553991,6.072045414,5.670814812,5.438385989,5.302742658,5.235859697,4.87856684,5.036149224,4.798533311,4.645918418,4.558240922,4.753407733,5.104167312,5.534683972,5.800765789,7.818149937,7.683267771,8.380459313,7.917440494,7.579646618,7.162106598,7.119830911,8.323256946,8.118321047,7.850212104,7.393051619,7.128931438,6.943471139,8.67158188,8.811712192,8.92862712,8.735893472,8.600941862,8.609614347,8.200665211,8.370791635,8.653464084,8.493143251,8.693111067,8.501123316,8.290711226,8.26992633,8.046476018,8.081671988,8.118899926,8.179172314,8.075204301,7.981005094,7.568011509
ALE2,0.920512889,0.92525836,0.930108848,0.931754868,0.93357688,0.933939395,0.935202003,0.933296609,0.933885399,0.938026604,0.931363923,0.928466513,0.93090262,0.936890835,0.950090019,1.104724085,1.62035547,2.745372328,4.546756309,7.046899156,10.19562072,13.90340418,17.77669456,21.28229998,22.69034177,22.70641212,21.94680684,21.26237817,20.5872452,19.77191105,19.03870762,18.29455713,17.80918674,17.26732227,16.73963611,16.18819306,15.72244585,15.32354425,14.90816134,14.54995673,14.22337152,14.00647897,13.51581457,13.11748205,12.82748775,12.5927882,12.41137067,12.10765483,11.95929753,11.8404373,11.5714746,11.47043473,11.28322601,11.21897249,11.04110917,10.92384764,10.7501758,10.66264772,10.51547777,10.42881799,10.30862223,10.25599268,10.09966728,10.08216856,9.866974825,9.818108826,9.890171633,9.863497908,9.696613969,9.612894425,9.543154685,9.473932641,9.318059913,9.278719323,9.213770721,9.13220244,8.980759045,8.8376486,8.85435489,8.74921227,8.573579817,8.592700304,8.399783786,8.266024967,8.154843768,7.952503495,7.688407504,7.559599514,7.396646183,7.184643007,7.032302106,6.61751133,6.389857971,6.260659963,5.907921021,5.693013509,5.344055323,5.09352889,4.982065063,4.686312857,4.507219196,4.265470566,4.193078396,3.91068498,3.696713907,3.612754704,3.610076489,3.433016363,3.474955494,3.317124851,3.23777811,3.169903091,3.128228848,3.10287586,3.146112167,3.084728166,3.171805035,3.212024126,3.512575572,3.417423775,3.453121952,3.370748971,3.402753465,3.570629877,3.517861968,3.545284464,3.415967764,3.296854315,3.47338515,8.956553878,9.054658823,9.182935794,9.618872681,9.62573636,9.773768149,9.651500377,9.553712263,9.546351193,9.471213386,10.03491431,9.760476926,9.7775672,9.795230132,9.620445329,9.648864423,9.484978048,9.348468283,9.287645994,9.089497281,8.771411101
ALE2,0.954172213,0.859704929,0.866453657,0.952677301,0.953772922,0.957160013,0.958644393,0.961281363,0.962931282,0.957474433,0.96049093,0.96238986,0.960769419,0.956580238,0.974966407,1.118473417,1.548698566,2.353076135,3.605366646,5.38728854,8.010206779,10.45398513,13.75636192,16.90216142,18.53675434,20.0227502,19.27644249,17.38980526,17.0451968,18.0874616,17.19944936,16.08872082,15.62560827,15.57792153,15.40748124,14.55496517,14.36600912,13.90213796,13.7397897,13.45204074,13.03170296,12.98778444,12.64824248,12.29794251,12.05365471,11.98444763,11.80145412,11.61640258,11.40716751,11.49445537,11.10771569,11.04717229,10.76233751,9.732063412,9.552147159,10.49928571,10.38794898,10.27684576,10.04724235,10.01562341,9.799118698,9.737293137,9.803945171,9.804893223,9.51661391,9.417454032,9.347245101,9.420179235,9.271217529,9.136190008,8.995327036,8.896198202,8.76629165,8.664843989,8.513701222,8.482263271,8.287590482,8.091781706,8.173257595,7.191212172,6.899953101,7.557682198,7.346012292,7.148319954,6.998419638,6.856547058,6.61693588,6.602559971,6.474035786,6.195342741,6.105681938,5.78112037,5.614282313,5.560369318,5.124959188,4.865926728,4.654860224,4.435787101,4.357822324,4.115993026,4.023555373,3.725370372,3.563094104,3.254689716,3.08202547,2.705304698,2.678085839,2.81067923,2.871806684,2.852040092,2.81561476,2.861607718,2.837061694,2.820393419,2.883778972,2.805410396,2.966827667,3.083806166,7.754972725,7.42854185,7.194764899,6.712078136,6.461306812,6.170024791,5.852672453,5.571567515,5.282375784,4.993939604,5.09759733,4.933854767,4.554247083,3.847844008,3.433518312,3.597340858,3.360271545,3.220740761,3.036502665,3.079758579,3.016895719,3.091638869,2.962293624,3.061614696,3.313583237,3.286779412,3.42563933,3.591565606,3.604444041,3.612142895,3.603714082,3.537405196
ALE2,0.960864619,0.951803889,0.954631029,0.953802104,0.951613029,0.948667115,0.948947311,0.953345239,0.954218946,0.958121955,0.953115326,0.962825857,0.953089938,0.955293057,0.966852512,1.123501089,1.550969124,2.335904489,3.419082548,5.020119996,7.20442868,8.788566271,10.97273336,12.97354975,13.42656597,14.8974368,14.58115644,15.22012562,15.8414543,15.7268005,15.43853161,14.35902947,14.29787978,14.2342399,14.25522981,13.09155635,12.96174657,12.30166057,12.34955031,12.08681948,11.39297195,14.09071655,13.8669082,13.4720719,13.33569021,13.18483925,12.87942434,12.66857154,12.44659368,12.56361083,12.19996347,12.04968296,11.75595637,11.64284207,11.45480765,11.41822474,11.23726982,11.04368973,10.84900776,10.8253152,10.6319993,10.58875753,10.66822092,10.61638678,10.34886798,10.29337262,10.22429805,10.27060214,10.11816133,10.04022246,9.959425249,9.861247162,9.761059486,9.758352473,9.571653791,9.486933797,9.094020343,8.210235923,8.393372464,8.577014805,8.155630915,8.442160884,8.176130293,8.013693206,7.266809069,6.976379688,6.613439555,6.589265985,6.40549676,6.092384621,5.741743536,5.489384421,5.320859334,5.106856626,4.531752246,4.632521691,4.686282648,4.5072971,4.510027283,4.274387777,4.264301084,5.498402347,5.462419462,5.068291334,4.795457333,4.656387817,4.594296115,4.251956369,4.166328595,3.988828996,3.809558743,3.604099416,3.512654107,3.328975762,3.257448794,3.116327591,3.144741454,3.176794462,3.408696431,3.230742018,3.193874485,3.018246822,2.928077126,2.906210494,2.891044256,2.92215816,2.823702089,2.836262537,3.071818449,3.139427576,3.147700697,3.394226398,3.479316775,3.647252427,3.716400751,3.769958219,3.792364694,4.005951749,3.993666457,4.153111311,4.110956833,4.675594244,4.843278084,4.661283226,4.582489614,4.597794698,4.549656187,4.574839103,4.489916241,4.249978027
ALE2,0.87134884,0.872438903,0.871135685,0.874698869,0.873843306,0.874316387,0.875927766,0.877657216,0.878847134,0.879065962,0.876532547,0.877980192,0.882966579,0.880895932,0.890994468,1.024424929,1.460354679,2.357583404,3.887999854,5.860501255,8.615550414,11.4783581,15.95170473,18.95515171,21.2811056,21.86847989,21.18537471,20.45666851,19.63550084,18.8847394,17.62783611,17.2588923,16.4200785,15.86422329,15.5449741,14.75050702,14.31929199,13.78988545,13.39221315,13.36939307,12.7994688,12.72178727,12.06095464,11.87288822,11.58253267,11.38328973,11.15127759,10.8109816,10.73243776,10.70770927,10.20764905,10.30092847,9.976276126,9.982746735,9.749535805,9.680068499,9.590974237,9.68483456,9.374305835,9.238965323,9.145296142,9.196236953,8.93965117,9.142970143,8.942315638,8.909117798,8.981002294,9.054598745,8.872589972,8.912834316,8.792446801,8.737882711,8.5708283,8.627510171,8.583068612,8.512394725,8.307054817,8.193745127,8.328482111,8.174716832,8.004836014,8.081326269,7.946647244,7.85927182,7.914695889,7.855769784,7.810694474,7.7567776,7.823852581,7.641261751,7.712633512,7.56020195,7.546640279,7.405070788,7.544786258,7.392033943,7.448676064,7.299252154,7.410773498,7.319990793,7.248693457,7.279692671,7.288664705,7.196614116,7.158415001,7.077248051,7.034622444,6.991109452,7.089517288,6.905437519,6.946986772,6.946842318,6.802054244,6.774035827,6.746863805,6.593093011,6.505550474,6.619713724,6.671101659,6.533592844,6.497883555,6.343428669,6.333150409,6.263408965,6.134002101,6.022388014,5.884325043,5.943425649,6.153312145,6.033618277,5.839476883,6.16533306,5.902147482,5.853927307,8.138626046,8.245480271,8.08078605,8.4052354,8.09563165,8.431612966,8.104088441,7.896073813,7.847991709,7.746566172,7.777819036,7.685821754,7.653865932,7.675778661,7.563267473,7.528007422
